00084.ppm;707;523;734;551;38
00085.ppm;846;429;875;458;1
00086.ppm;944;298;1007;361;12
00087.ppm;912;435;946;470;6
00087.ppm;306;421;340;456;6
00089.ppm;1025;438;1054;468;5
00089.ppm;634;447;660;474;5
00090.ppm;966;428;1007;464;13
00092.ppm;718;440;739;462;13
00092.ppm;420;419;447;446;12
00092.ppm;423;449;444;470;35
00093.ppm;344;397;379;436;1
00093.ppm;1076;339;1119;389;1
00094.ppm;946;370;995;419;16
00094.ppm;113;316;189;392;16
00095.ppm;698;461;719;481;1
00095.ppm;695;437;723;461;19
00096.ppm;699;396;738;435;17
00096.ppm;1140;420;1176;458;17
00098.ppm;1206;244;1296;323;13
00098.ppm;594;286;668;353;13
00099.ppm;910;495;953;533;20
00100.ppm;413;507;451;541;30
00100.ppm;863;505;902;540;30
00101.ppm;835;406;891;461;5
00102.ppm;933;314;990;365;13
00102.ppm;945;374;984;415;34
00104.ppm;767;462;808;499;25
00104.ppm;695;461;730;492;13
00105.ppm;256;438;303;484;18
00105.ppm;958;378;1024;440;26
00106.ppm;902;369;985;443;25
00109.ppm;990;484;1020;513;3
00111.ppm;1091;465;1123;497;3
00111.ppm;350;503;382;535;3
00112.ppm;366;473;399;508;3
00112.ppm;1186;475;1225;514;3
00113.ppm;351;413;419;480;10
00114.ppm;1169;421;1231;484;3
00115.ppm;850;218;950;317;14
00115.ppm;330;523;351;545;38
00118.ppm;229;505;285;564;38
00121.ppm;91;308;185;416;7
00122.ppm;500;496;521;518;7
00122.ppm;883;498;904;520;7
00123.ppm;519;492;550;524;7
00123.ppm;1101;483;1133;516;7
00124.ppm;532;481;558;507;4
00124.ppm;976;470;1002;496;4
00127.ppm;138;385;175;423;5
00127.ppm;1009;380;1046;417;5
00129.ppm;962;379;1008;426;9
00129.ppm;866;399;905;439;26
00130.ppm;209;426;236;453;1
00130.ppm;601;431;626;456;1
00130.ppm;318;439;345;467;18
00131.ppm;1010;430;1034;455;9
00131.ppm;474;389;500;415;1
00132.ppm;314;306;393;377;18
00134.ppm;1008;299;1073;365;1
00135.ppm;718;298;777;356;1
00136.ppm;816;401;857;437;11
00137.ppm;824;324;892;384;11
00138.ppm;157;179;235;268;15
00138.ppm;1302;399;1336;432;15
00141.ppm;857;379;894;416;2
00142.ppm;816;454;835;473;2
00144.ppm;708;445;727;464;4
00147.ppm;750;419;784;452;20
00148.ppm;872;353;943;416;30
00149.ppm;1131;274;1221;361;4
00149.ppm;1110;158;1231;273;12
00149.ppm;703;461;725;483;12
00150.ppm;824;345;865;386;2
00151.ppm;794;372;824;401;1
00153.ppm;307;409;338;440;35
00155.ppm;425;386;468;431;38
00156.ppm;819;388;848;417;9
00157.ppm;262;423;297;460;9
00157.ppm;885;392;926;432;9
00157.ppm;650;505;671;526;38
00158.ppm;907;414;933;440;41
00160.ppm;610;388;653;428;25
00161.ppm;717;445;735;462;34
00163.ppm;753;473;825;545;38
00164.ppm;874;375;918;416;26
00165.ppm;382;412;399;431;1
00165.ppm;689;292;745;340;11
00166.ppm;814;382;848;416;1
00167.ppm;369;446;392;469;2
00167.ppm;729;433;750;455;2
00168.ppm;693;419;719;442;18
00169.ppm;1089;153;1212;276;2
00170.ppm;912;322;944;358;4
00171.ppm;882;335;932;385;4
00171.ppm;883;385;932;433;9
00172.ppm;712;471;740;495;25
00172.ppm;718;418;737;437;1
00173.ppm;1111;279;1161;329;1
00174.ppm;718;413;753;444;28
00174.ppm;723;443;747;467;2
00174.ppm;801;302;860;364;12
00175.ppm;893;341;944;396;9
00176.ppm;850;414;875;440;2
00177.ppm;271;416;313;458;14
00177.ppm;746;423;785;462;14
00177.ppm;502;451;519;468;38
00177.ppm;1271;402;1308;437;13
00178.ppm;728;456;748;476;2
00179.ppm;686;421;707;440;12
00183.ppm;766;369;806;406;19
00184.ppm;790;273;850;334;1
00185.ppm;967;150;1076;257;2
00186.ppm;603;455;621;474;4
00186.ppm;325;428;345;448;4
00186.ppm;602;433;625;456;12
00189.ppm;853;339;917;394;18
00190.ppm;670;400;689;421;35
00192.ppm;492;414;516;437;17
00192.ppm;314;440;334;461;1
00192.ppm;662;262;738;339;12
00194.ppm;718;306;787;369;28
00195.ppm;1040;155;1161;268;11
00195.ppm;784;398;820;430;18
00196.ppm;726;316;787;370;13
00196.ppm;734;370;778;416;33
00196.ppm;534;471;558;496;38
00197.ppm;867;278;956;361;11
00199.ppm;826;322;882;374;11
00200.ppm;840;287;915;364;14
00200.ppm;849;364;901;416;34
00200.ppm;648;410;670;433;17
00200.ppm;257;403;281;428;17
00201.ppm;762;352;812;397;13
00202.ppm;657;319;702;365;14
00202.ppm;56;315;104;363;14
00204.ppm;858;151;946;242;1
00204.ppm;730;260;783;316;34
00205.ppm;1202;332;1326;449;25
00206.ppm;61;105;135;178;34
00206.ppm;1159;197;1224;261;33
00206.ppm;827;471;847;493;38
00206.ppm;55;8;164;103;13
00206.ppm;1144;118;1235;196;13
00207.ppm;870;313;942;378;25
00210.ppm;1017;418;1038;443;35
00210.ppm;1011;385;1043;418;12
00211.ppm;667;410;705;445;11
00212.ppm;293;427;315;450;34
00212.ppm;721;381;749;408;12
00212.ppm;756;402;782;430;33
00214.ppm;1185;130;1295;236;14
00214.ppm;1214;241;1288;312;33
00215.ppm;784;480;804;500;39
00217.ppm;971;267;1031;328;1
00218.ppm;808;437;827;456;33
00219.ppm;1080;270;1155;340;13
00219.ppm;1089;345;1144;401;33
00220.ppm;1127;285;1168;326;1
00221.ppm;988;420;1042;470;26
00224.ppm;932;188;1024;278;28
00224.ppm;923;276;977;341;1
00224.ppm;977;263;1042;333;9
00225.ppm;856;268;924;334;1
00228.ppm;937;295;998;356;1
00229.ppm;1282;339;1332;383;28
00229.ppm;1273;384;1305;417;1
00229.ppm;1305;382;1341;414;9
00230.ppm;974;398;1002;426;1
00230.ppm;968;426;1007;463;28
00231.ppm;1146;362;1183;399;1
00232.ppm;589;495;617;524;38
00232.ppm;868;379;910;419;13
00232.ppm;297;420;340;459;13
00233.ppm;325;485;358;517;38
00236.ppm;1081;274;1199;402;14
00237.ppm;822;361;854;393;14
00237.ppm;290;389;323;422;14
00239.ppm;788;411;814;436;18
00239.ppm;792;439;812;458;1
00239.ppm;827;412;855;441;12
00241.ppm;838;400;880;442;2
00244.ppm;491;390;530;429;10
00244.ppm;1238;349;1282;394;10
00245.ppm;477;442;499;464;10
00245.ppm;851;438;874;461;10
00246.ppm;311;381;354;425;10
00246.ppm;1091;354;1134;396;10
00247.ppm;471;453;492;474;5
00247.ppm;856;448;877;469;5
00248.ppm;204;452;229;479;5
00248.ppm;843;429;870;456;5
00249.ppm;1212;419;1244;452;2
00250.ppm;100;423;168;495;38
00250.ppm;907;446;932;471;2
00251.ppm;116;425;208;520;38
00252.ppm;915;389;960;434;9
00252.ppm;910;326;956;372;1
00253.ppm;1186;134;1301;244;9
00255.ppm;183;503;260;581;38
00257.ppm;1237;334;1295;387;25
00257.ppm;1079;388;1119;423;25
00260.ppm;720;266;784;330;0
00262.ppm;894;282;953;341;36
00262.ppm;1042;37;1146;139;12
00263.ppm;646;417;666;437;2
00264.ppm;964;412;988;435;4
00264.ppm;965;435;988;458;9
00264.ppm;509;466;531;488;9
00265.ppm;800;426;831;456;24
00265.ppm;783;446;804;464;18
00265.ppm;805;458;827;480;1
00266.ppm;242;450;293;501;18
00267.ppm;834;380;856;402;36
00267.ppm;859;387;886;414;12
00270.ppm;1238;331;1291;385;41
00270.ppm;243;335;293;386;2
00270.ppm;1237;279;1291;332;2
00271.ppm;259;369;297;408;2
00271.ppm;1090;341;1130;381;2
00272.ppm;1223;315;1297;385;18
00272.ppm;310;398;377;461;18
00273.ppm;1080;286;1145;343;29
00275.ppm;1196;342;1237;384;33
00275.ppm;206;410;238;445;33
00276.ppm;798;346;845;388;29
00276.ppm;109;464;153;517;38
00277.ppm;1048;399;1071;422;16
00278.ppm;922;389;951;419;40
00278.ppm;915;354;955;390;13
00282.ppm;869;414;901;444;29
00283.ppm;1177;114;1284;219;4
00284.ppm;980;269;1059;347;12
00284.ppm;993;347;1051;404;2
00286.ppm;1015;360;1044;389;14
00287.ppm;1113;370;1154;411;2
00288.ppm;413;456;436;479;5
00288.ppm;983;438;1006;462;5
00290.ppm;1294;391;1326;428;5
00291.ppm;1129;384;1165;422;3
00292.ppm;982;422;1011;451;8
00292.ppm;315;447;345;476;8
00293.ppm;28;410;70;456;7
00293.ppm;1143;365;1193;415;7
00294.ppm;101;405;153;453;22
00294.ppm;1173;326;1231;381;22
00295.ppm;1227;364;1272;411;6
00295.ppm;98;417;142;463;6
00297.ppm;1015;444;1042;468;26
00297.ppm;593;443;620;466;26
00298.ppm;1220;168;1327;264;22
00298.ppm;1238;256;1314;331;2
00298.ppm;69;445;107;475;11
00300.ppm;680;430;710;458;25
00300.ppm;779;420;801;443;2
00301.ppm;1062;260;1131;324;22
00301.ppm;1075;318;1125;368;2
00302.ppm;1123;333;1163;373;42
00303.ppm;1186;385;1215;414;2
00304.ppm;504;385;553;434;35
00305.ppm;765;368;827;422;11
00305.ppm;549;348;597;393;18
00306.ppm;1047;420;1084;455;20
00306.ppm;353;471;389;505;20
00307.ppm;457;474;488;505;17
00307.ppm;795;454;827;487;17
00307.ppm;892;417;934;457;22
00307.ppm;829;453;862;486;38
00309.ppm;180;388;220;431;7
00309.ppm;1159;353;1203;398;7
00310.ppm;285;426;317;459;42
00310.ppm;1150;390;1188;427;42
00311.ppm;616;424;650;458;8
00311.ppm;1295;391;1329;425;8
00312.ppm;122;267;225;379;5
00312.ppm;1226;411;1249;433;22
00312.ppm;677;434;699;453;22
00313.ppm;369;414;424;470;6
00314.ppm;1213;398;1247;434;5
00314.ppm;396;451;429;485;5
00316.ppm;693;413;719;437;20
00316.ppm;696;436;719;458;3
00316.ppm;994;395;1022;420;20
00316.ppm;995;421;1020;445;3
00318.ppm;631;451;657;477;15
00318.ppm;779;481;800;502;38
00319.ppm;1201;403;1248;450;3
00319.ppm;569;436;612;481;3
00320.ppm;175;438;202;466;32
00320.ppm;921;403;951;434;32
00322.ppm;1166;327;1209;370;5
00322.ppm;338;406;381;449;5
00323.ppm;398;437;425;464;10
00323.ppm;854;438;881;466;10
00330.ppm;1050;313;1116;381;2
00333.ppm;116;414;176;477;14
00333.ppm;753;387;808;445;14
00337.ppm;901;408;932;438;12
00338.ppm;504;397;538;427;26
00338.ppm;505;425;536;453;2
00338.ppm;998;397;1031;426;26
00338.ppm;1000;426;1029;453;2
00339.ppm;627;442;660;476;1
00339.ppm;969;414;1021;463;12
00340.ppm;827;543;851;567;14
00340.ppm;827;521;852;546;33
00340.ppm;827;543;851;567;14
00341.ppm;923;465;997;533;13
00343.ppm;802;531;829;558;15
00343.ppm;483;507;512;536;15
00344.ppm;799;413;879;494;12
00346.ppm;291;541;321;571;5
00346.ppm;883;542;911;570;5
00347.ppm;913;545;970;597;30
00348.ppm;952;524;990;562;5
00350.ppm;475;543;508;576;10
00350.ppm;1092;542;1125;573;10
00351.ppm;511;533;538;560;5
00352.ppm;969;549;996;576;6
00352.ppm;528;553;555;580;6
00356.ppm;946;520;1004;573;30
00356.ppm;249;499;310;555;30
00357.ppm;1095;524;1130;560;10
00357.ppm;463;528;500;565;10
00358.ppm;316;490;374;549;8
00360.ppm;1032;484;1076;528;8
00360.ppm;253;502;296;545;8
00362.ppm;252;470;370;574;30
00363.ppm;407;483;450;526;8
00363.ppm;409;525;453;568;10
00367.ppm;1028;501;1068;541;8
00367.ppm;1028;542;1071;583;10
00367.ppm;230;488;274;530;8
00367.ppm;235;533;276;573;10
00369.ppm;521;544;542;564;8
00369.ppm;520;564;543;585;10
00369.ppm;874;532;895;551;8
00369.ppm;875;550;896;571;10
00371.ppm;316;521;372;577;5
00372.ppm;974;486;1017;529;4
00373.ppm;164;517;195;548;4
00373.ppm;819;511;853;545;4
00374.ppm;999;527;1031;560;13
00374.ppm;671;563;696;589;12
00376.ppm;266;487;309;530;6
00376.ppm;989;510;1031;552;6
00377.ppm;1133;504;1172;543;8
00377.ppm;239;490;278;531;8
00377.ppm;1133;543;1172;582;10
00377.ppm;236;532;277;573;10
00378.ppm;23;362;142;480;10
00378.ppm;22;242;145;362;8
00379.ppm;186;458;232;504;8
00379.ppm;1064;488;1112;536;10
00379.ppm;185;503;232;550;10
00379.ppm;1062;442;1109;489;8
00380.ppm;551;559;575;583;10
00380.ppm;953;564;976;587;10
00380.ppm;952;540;975;563;8
00380.ppm;551;535;575;559;8
00382.ppm;445;490;485;530;8
00382.ppm;446;529;485;568;10
00382.ppm;1209;496;1248;535;8
00382.ppm;1211;533;1250;572;10
00383.ppm;527;546;561;575;30
00383.ppm;988;542;1021;571;30
00384.ppm;1199;416;1263;480;8
00384.ppm;1202;479;1267;544;10
00385.ppm;977;529;1016;568;8
00385.ppm;267;531;307;571;8
00386.ppm;555;561;580;586;10
00386.ppm;977;550;1000;573;10
00387.ppm;411;499;477;563;30
00387.ppm;1185;484;1251;547;30
00388.ppm;1274;497;1346;561;13
00390.ppm;455;502;503;550;8
00390.ppm;1219;494;1265;541;8
00391.ppm;1260;502;1304;551;6
00391.ppm;198;508;247;558;6
00392.ppm;358;443;423;512;7
00393.ppm;278;484;373;571;23
00395.ppm;201;519;241;561;6
00395.ppm;903;519;938;555;6
00396.ppm;192;484;238;531;7
00396.ppm;998;468;1046;516;7
00397.ppm;949;559;983;593;10
00397.ppm;947;524;982;559;4
00398.ppm;769;517;796;540;26
00398.ppm;771;538;795;560;4
00398.ppm;772;558;796;582;10
00401.ppm;420;496;461;537;4
00401.ppm;1122;497;1163;538;4
00405.ppm;1255;470;1309;525;4
00405.ppm;355;444;411;499;4
00405.ppm;1249;397;1317;470;12
00406.ppm;520;554;551;581;18
00406.ppm;852;544;879;570;18
00406.ppm;1046;503;1097;551;30
00406.ppm;284;514;333;559;30
00408.ppm;128;463;212;539;18
00408.ppm;1132;479;1210;549;18
00411.ppm;185;602;238;662;38
00411.ppm;110;557;139;588;17
00411.ppm;496;552;529;587;17
00412.ppm;1002;499;1047;545;7
00413.ppm;1038;480;1084;529;3
00414.ppm;1032;421;1078;468;3
00416.ppm;813;505;851;543;3
00418.ppm;455;537;488;566;22
00418.ppm;460;563;482;585;8
00419.ppm;979;489;1025;537;7
00420.ppm;828;542;851;565;3
00420.ppm;361;548;383;570;3
00421.ppm;946;554;976;581;13
00422.ppm;599;567;624;591;23
00423.ppm;365;469;451;547;25
00423.ppm;1151;445;1245;533;25
00425.ppm;302;503;342;543;5
00425.ppm;900;500;941;541;5
00425.ppm;302;543;342;583;10
00425.ppm;903;541;944;582;10
00426.ppm;1077;391;1197;502;25
00427.ppm;294;383;388;479;5
00430.ppm;929;414;1008;488;13
00431.ppm;275;527;314;564;8
00431.ppm;1141;496;1179;536;8
00432.ppm;237;560;263;586;8
00432.ppm;942;512;970;540;8
00433.ppm;510;529;566;583;25
00434.ppm;167;194;257;286;5
00435.ppm;834;535;862;564;9
00436.ppm;794;531;816;553;5
00438.ppm;533;559;554;580;41
00438.ppm;841;556;862;577;41
00440.ppm;1243;492;1324;562;23
00441.ppm;1063;531;1112;580;8
00443.ppm;817;550;847;578;18
00443.ppm;823;579;843;598;8
00443.ppm;470;551;502;578;18
00443.ppm;477;578;497;596;8
00445.ppm;1021;498;1066;544;5
00445.ppm;213;519;254;561;5
00447.ppm;1182;418;1268;495;13
00448.ppm;581;598;602;620;38
00449.ppm;212;468;254;507;13
00449.ppm;812;448;853;486;13
00450.ppm;1104;359;1181;429;11
00451.ppm;790;558;819;585;11
00453.ppm;1215;332;1302;407;28
00453.ppm;895;497;922;524;11
00453.ppm;224;407;279;457;28
00456.ppm;421;414;476;470;3
00457.ppm;1243;418;1301;475;2
00457.ppm;517;466;554;504;2
00458.ppm;989;493;1018;525;12
00460.ppm;829;456;859;484;12
00460.ppm;831;481;862;512;33
00461.ppm;1231;264;1302;331;12
00463.ppm;555;628;585;659;38
00465.ppm;1241;315;1331;395;13
00466.ppm;1215;399;1267;443;13
00466.ppm;514;468;548;497;13
00466.ppm;1226;440;1263;475;35
00466.ppm;519;494;543;518;34
00467.ppm;1132;501;1168;537;3
00468.ppm;1128;506;1165;544;3
00470.ppm;823;489;847;513;1
00470.ppm;904;514;938;549;13
00470.ppm;1135;218;1248;331;12
00471.ppm;789;491;817;520;12
00472.ppm;880;500;925;544;12
00475.ppm;1233;468;1310;543;7
00476.ppm;163;518;199;555;7
00476.ppm;1152;523;1187;558;7
00477.ppm;298;506;338;546;5
00478.ppm;921;470;963;512;5
00478.ppm;218;483;258;523;5
00481.ppm;908;502;944;535;18
00482.ppm;732;526;768;564;12
00482.ppm;260;528;296;570;17
00482.ppm;283;564;303;590;17
00482.ppm;1055;566;1071;587;13 
00483.ppm;150;510;203;563;7
00483.ppm;1182;531;1232;583;7
00484.ppm;339;509;372;542;16
00484.ppm;1002;529;1035;563;16
00486.ppm;410;519;465;574;7
00487.ppm;625;606;644;625;38
00488.ppm;494;611;516;633;38
00490.ppm;842;516;870;539;13
00490.ppm;644;596;668;620;38
00490.ppm;847;536;867;556;40
00492.ppm;893;528;923;557;11
00493.ppm;910;450;966;501;18
00494.ppm;1113;300;1211;395;1
00496.ppm;511;494;552;536;8
00496.ppm;509;535;550;576;10
00497.ppm;392;611;425;651;38
00498.ppm;249;586;298;634;38
00498.ppm;248;482;292;526;17
00499.ppm;1009;497;1056;539;13
00500.ppm;952;499;1000;546;5
00501.ppm;943;557;962;577;4
00501.ppm;610;558;628;577;4
00501.ppm;120;282;227;386;17
00501.ppm;107;637;216;748;38
00504.ppm;379;595;410;627;38
00505.ppm;1052;480;1092;521;12
00508.ppm;865;495;908;534;11
00515.ppm;257;361;333;435;3
00517.ppm;271;422;345;496;10
00519.ppm;454;531;507;584;7
00520.ppm;380;507;436;565;10
00523.ppm;1285;512;1330;555;10
00523.ppm;455;515;502;562;10
00528.ppm;985;339;1026;380;7
00528.ppm;166;415;205;455;7
00531.ppm;484;443;504;463;10
00531.ppm;909;431;931;453;10
00536.ppm;27;428;57;458;17
00536.ppm;327;452;353;478;17
00536.ppm;724;479;740;495;38
00542.ppm;842;440;866;464;12
00544.ppm;1054;297;1122;358;11
00544.ppm;990;425;1028;459;25
00544.ppm;744;438;762;458;1
00545.ppm;213;435;247;474;15
00548.ppm;775;432;811;468;14
00548.ppm;782;469;807;494;36
00551.ppm;937;465;966;493;16
00552.ppm;537;512;554;529;8
00552.ppm;538;528;554;544;10
00552.ppm;814;508;832;526;8
00552.ppm;815;525;831;541;10
00554.ppm;947;472;984;507;18
00560.ppm;1039;173;1099;233;3
00564.ppm;755;368;799;408;11
00566.ppm;655;395;689;429;9
00566.ppm;124;419;156;451;9
00566.ppm;461;489;481;508;38
00570.ppm;881;416;914;449;9
00571.ppm;1287;361;1308;384;17
00575.ppm;403;474;435;506;38
00593.ppm;584;510;608;534;38
00599.ppm;700;454;722;476;9
